,Timestamp,Ping (ms)
342,Sat Feb 11 10:43:13 2023,23.015499114990234
343,Sat Feb 11 10:43:14 2023,31.389713287353516
344,Sat Feb 11 10:43:15 2023,24.07670021057129
345,Sat Feb 11 10:43:16 2023,30.865907669067383
346,Sat Feb 11 10:43:17 2023,23.008108139038086
347,Sat Feb 11 10:43:18 2023,11.150360107421875
348,Sat Feb 11 10:43:19 2023,31.006336212158203
349,Sat Feb 11 10:43:20 2023,11.094808578491211
350,Sat Feb 11 10:43:21 2023,23.838520050048828
351,Sat Feb 11 10:43:22 2023,26.3369083404541
352,Sat Feb 11 10:43:23 2023,9.786367416381836
353,Sat Feb 11 10:43:24 2023,24.021387100219727
354,Sat Feb 11 10:43:25 2023,30.952930450439453
355,Sat Feb 11 10:43:26 2023,46.248674392700195
356,Sat Feb 11 10:43:27 2023,11.343240737915039
357,Sat Feb 11 10:43:28 2023,25.247573852539062
358,Sat Feb 11 10:43:29 2023,10.297775268554688
359,Sat Feb 11 10:43:30 2023,46.396493911743164
360,Sat Feb 11 10:43:31 2023,30.309677124023438
361,Sat Feb 11 10:43:32 2023,30.976295471191406
362,Sat Feb 11 10:43:33 2023,23.55813980102539
363,Sat Feb 11 10:43:34 2023,23.44799041748047
364,Sat Feb 11 10:43:35 2023,10.006189346313477
365,Sat Feb 11 10:43:37 2023,46.80466651916504
366,Sat Feb 11 10:43:38 2023,31.173229217529297
367,Sat Feb 11 10:43:39 2023,45.42970657348633
368,Sat Feb 11 10:43:40 2023,12.012481689453125
369,Sat Feb 11 10:43:41 2023,23.702144622802734
370,Sat Feb 11 10:43:42 2023,19.45042610168457
371,Sat Feb 11 10:43:43 2023,10.580778121948242
372,Sat Feb 11 10:43:44 2023,10.009050369262695
373,Sat Feb 11 10:43:45 2023,23.020505905151367
374,Sat Feb 11 10:43:46 2023,10.122060775756836
375,Sat Feb 11 10:43:47 2023,23.997783660888672
376,Sat Feb 11 10:43:48 2023,14.780998229980469
377,Sat Feb 11 10:43:49 2023,24.387836456298828
378,Sat Feb 11 10:43:50 2023,23.43130111694336
379,Sat Feb 11 10:43:51 2023,23.636341094970703
380,Sat Feb 11 10:43:52 2023,24.27363395690918
381,Sat Feb 11 10:43:53 2023,23.42700958251953
382,Sat Feb 11 10:43:54 2023,10.167121887207031
383,Sat Feb 11 10:43:55 2023,24.156808853149414
384,Sat Feb 11 10:43:56 2023,9.939908981323242
385,Sat Feb 11 10:43:57 2023,9.998798370361328
386,Sat Feb 11 10:43:58 2023,10.005950927734375
387,Sat Feb 11 10:43:59 2023,10.009288787841797
388,Sat Feb 11 10:44:00 2023,9.997367858886719
389,Sat Feb 11 10:44:01 2023,10.128259658813477
390,Sat Feb 11 10:44:02 2023,24.310827255249023
391,Sat Feb 11 10:44:03 2023,23.021459579467773
392,Sat Feb 11 10:44:04 2023,48.05254936218262
393,Sat Feb 11 10:44:05 2023,22.975683212280273
394,Sat Feb 11 10:44:06 2023,24.149656295776367
395,Sat Feb 11 10:44:07 2023,23.020029067993164
396,Sat Feb 11 10:44:08 2023,24.150371551513672
397,Sat Feb 11 10:44:09 2023,10.869026184082031
398,Sat Feb 11 10:44:10 2023,23.679733276367188
399,Sat Feb 11 10:44:11 2023,10.974407196044922
400,Sat Feb 11 10:44:12 2023,10.873556137084961
401,Sat Feb 11 10:44:13 2023,12.01629638671875
402,Sat Feb 11 10:44:15 2023,9.80687141418457
403,Sat Feb 11 10:44:16 2023,10.698080062866211
404,Sat Feb 11 10:44:17 2023,24.623870849609375
405,Sat Feb 11 10:44:18 2023,23.66352081298828
406,Sat Feb 11 10:44:19 2023,26.21006965637207
407,Sat Feb 11 10:44:20 2023,9.993314743041992
408,Sat Feb 11 10:44:21 2023,23.60391616821289
409,Sat Feb 11 10:44:22 2023,24.190425872802734
410,Sat Feb 11 10:44:23 2023,10.040044784545898
411,Sat Feb 11 10:44:24 2023,9.669065475463867
412,Sat Feb 11 10:44:25 2023,10.416030883789062
413,Sat Feb 11 10:44:26 2023,10.243654251098633
414,Sat Feb 11 10:44:27 2023,23.021221160888672
415,Sat Feb 11 10:44:28 2023,31.285762786865234
416,Sat Feb 11 10:44:29 2023,23.674964904785156
417,Sat Feb 11 10:44:30 2023,46.395301818847656
418,Sat Feb 11 10:44:31 2023,24.313688278198242
419,Sat Feb 11 10:44:32 2023,24.216890335083008
420,Sat Feb 11 10:44:33 2023,25.073766708374023
421,Sat Feb 11 10:44:34 2023,24.016857147216797
422,Sat Feb 11 10:44:35 2023,37.60552406311035
423,Sat Feb 11 10:44:36 2023,10.040760040283203
424,Sat Feb 11 10:44:37 2023,32.42063522338867
425,Sat Feb 11 10:44:38 2023,24.90520477294922
426,Sat Feb 11 10:44:39 2023,24.021148681640625
427,Sat Feb 11 10:44:40 2023,23.839950561523438
428,Sat Feb 11 10:44:41 2023,23.993253707885742
429,Sat Feb 11 10:44:42 2023,23.637771606445312
430,Sat Feb 11 10:44:43 2023,23.79441261291504
431,Sat Feb 11 10:44:44 2023,31.183719635009766
432,Sat Feb 11 10:44:45 2023,32.00483322143555
433,Sat Feb 11 10:44:46 2023,10.010957717895508
434,Sat Feb 11 10:44:47 2023,31.055927276611328
435,Sat Feb 11 10:44:48 2023,10.402202606201172
436,Sat Feb 11 10:44:50 2023,10.222673416137695
437,Sat Feb 11 10:44:51 2023,46.84019088745117
438,Sat Feb 11 10:44:52 2023,9.999513626098633
439,Sat Feb 11 10:44:53 2023,10.245800018310547
440,Sat Feb 11 10:44:54 2023,31.804561614990234
441,Sat Feb 11 10:44:55 2023,25.32792091369629
442,Sat Feb 11 10:44:56 2023,10.207653045654297
443,Sat Feb 11 10:44:57 2023,23.01025390625
444,Sat Feb 11 10:44:58 2023,10.928630828857422
445,Sat Feb 11 10:44:59 2023,23.845195770263672
446,Sat Feb 11 10:45:00 2023,23.801803588867188
447,Sat Feb 11 10:45:01 2023,10.412931442260742
448,Sat Feb 11 10:45:02 2023,24.1546630859375
449,Sat Feb 11 10:45:03 2023,23.732423782348633
450,Sat Feb 11 10:45:04 2023,10.915994644165039
451,Sat Feb 11 10:45:05 2023,24.00684356689453
452,Sat Feb 11 10:45:06 2023,31.01205825805664
453,Sat Feb 11 10:45:07 2023,31.641721725463867
454,Sat Feb 11 10:45:08 2023,10.008811950683594
455,Sat Feb 11 10:45:09 2023,9.974956512451172
456,Sat Feb 11 10:45:10 2023,24.066686630249023
457,Sat Feb 11 10:45:11 2023,9.997367858886719
458,Sat Feb 11 10:45:12 2023,9.820222854614258
459,Sat Feb 11 10:45:13 2023,25.008440017700195
460,Sat Feb 11 10:45:14 2023,23.886680603027344
461,Sat Feb 11 10:45:15 2023,23.865699768066406
462,Sat Feb 11 10:45:16 2023,25.107145309448242
463,Sat Feb 11 10:45:17 2023,31.842947006225586
464,Sat Feb 11 10:45:18 2023,24.347543716430664
465,Sat Feb 11 10:45:19 2023,10.315656661987305
466,Sat Feb 11 10:45:20 2023,23.75316619873047
467,Sat Feb 11 10:45:21 2023,10.571956634521484
468,Sat Feb 11 10:45:22 2023,23.33831787109375
469,Sat Feb 11 10:45:23 2023,10.185956954956055
470,Sat Feb 11 10:45:24 2023,9.762048721313477
471,Sat Feb 11 10:45:26 2023,23.846864700317383
472,Sat Feb 11 10:45:27 2023,10.07080078125
473,Sat Feb 11 10:45:28 2023,23.68474006652832
474,Sat Feb 11 10:45:29 2023,30.409812927246094
475,Sat Feb 11 10:45:30 2023,9.908199310302734
476,Sat Feb 11 10:45:31 2023,9.547233581542969
477,Sat Feb 11 10:45:32 2023,31.767845153808594
478,Sat Feb 11 10:45:33 2023,32.0281982421875
479,Sat Feb 11 10:45:34 2023,10.008811950683594
480,Sat Feb 11 10:45:35 2023,23.915529251098633
481,Sat Feb 11 10:45:36 2023,23.787736892700195
482,Sat Feb 11 10:45:37 2023,23.444175720214844
483,Sat Feb 11 10:45:38 2023,24.29986000061035
484,Sat Feb 11 10:45:39 2023,29.320955276489258
485,Sat Feb 11 10:45:40 2023,10.372638702392578
486,Sat Feb 11 10:45:41 2023,24.310827255249023
487,Sat Feb 11 10:45:42 2023,10.926008224487305
488,Sat Feb 11 10:45:43 2023,31.937599182128906
489,Sat Feb 11 10:45:44 2023,30.348777770996094
490,Sat Feb 11 10:45:45 2023,31.015634536743164
491,Sat Feb 11 10:45:46 2023,10.469436645507812
492,Sat Feb 11 10:45:47 2023,31.020641326904297
493,Sat Feb 11 10:45:48 2023,34.49845314025879
494,Sat Feb 11 10:45:49 2023,23.894309997558594
495,Sat Feb 11 10:45:50 2023,28.65433692932129
496,Sat Feb 11 10:45:51 2023,46.91648483276367
